,cue_key,cue_title,cue_length,cue_title_length,cue_key_length,cue_key_title
0,0.8895522338159948,0.8895522338159948,0.8895522338159948,0.8895522338159948,0.8895522338159948,0.8895522338159948
1,0.7042253471149078,0.7042253471149078,0.7042253471149078,0.7042253471149078,0.7042253471149078,0.7042253471149078
2,0.8429752016528926,0.8360655688040849,0.9770992316415129,0.9770992316415129,0.8429752016528926,0.8429752016528926
3,0.7951807179031791,0.7499999950382813,0.7951807179031791,0.7951807179031791,0.7951807179031791,0.7951807179031791
4,0.8199999950125002,0.8199999950125002,0.8199999950125002,0.8199999950125002,0.8199999950125002,0.8199999950125002
5,0.8148148098275686,0.8316831633212431,0.8316831633212431,0.8316831633212431,0.8316831633212431,0.8148148098275686
6,0.7747252697307089,0.7747252697307089,0.8797814157723433,0.8797814157723433,0.8797814157723433,0.7747252697307089
7,0.6942148710333993,0.6942148710333993,0.6942148710333993,0.6942148710333993,0.6942148710333993,0.6942148710333993
8,0.8184437990914302,0.8184437990914302,0.9281767905985776,0.9281767905985776,0.9281767905985776,0.8184437990914302
9,0.6689895421044325,0.544117642214533,0.544117642214533,0.544117642214533,0.6689895421044325,0.6689895421044325
