,key_length,key_title,length_title,key_title_length
0,0.8895522338159948,0.7999999950535078,0.8895522338159948,0.8895522338159948
1,0.8653846104094757,0.9632106973456673,0.8653846104094757,0.8653846104094757
2,0.8429752016528926,0.8429752016528926,0.9770992316415129,0.8429752016528926
3,0.941860460116955,0.8165680423416548,0.9230769180812998,0.941860460116955
4,0.8499999950125001,0.8199999950125002,0.6699029076515224,0.8499999950125001
5,0.999999995,0.9042904240473157,0.999999995,0.999999995
6,0.7956989197456353,0.7747252697307089,0.7956989197456353,0.7956989197456353
7,0.8740157430466863,0.8987854201052305,0.8740157430466863,0.8740157430466863
8,0.9281767905985776,0.8184437990914302,0.9395604345755344,0.9281767905985776
9,0.8292682876859013,0.8266666616888889,0.8292682876859013,0.8292682876859013
